Epoch,Total_Loss,PDE_Loss,IC_Loss,BC_Loss,Time_s
200,0.04885242506861687,0.00446776207536459,0.00852616410702467,0.00017538401880301535,13.512036323547363
400,0.024227431043982506,0.0027459925040602684,0.0042583695612847805,1.895898640214e-05,27.32187294960022
600,0.014738228172063828,0.002554437145590782,0.0024053966626524925,1.5680725482525304e-05,41.022685527801514
800,0.012069678865373135,0.0018539272714406252,0.002021848689764738,1.0650801414158195e-05,54.03936457633972
1000,0.010423485189676285,0.0020491257309913635,0.0016623405972495675,6.265699994401075e-06,66.93352365493774
1200,0.007977134548127651,0.0010818814625963569,0.0013708930928260088,4.078791334904963e-06,80.72036409378052
1400,0.00733362790197134,0.001264189719222486,0.0012085678754374385,2.659854317244026e-06,94.54802775382996
1600,0.006046700291335583,0.0010739065473899245,0.0009905375773087144,2.0105871954001486e-06,108.21533536911011
1800,0.005254413932561874,0.0011247856309637427,0.000822645437438041,1.6400867934862617e-06,122.13296747207642
2000,0.00501306913793087,0.0008969607297331095,0.0008205609628930688,1.330383270214952e-06,135.9281725883484
2200,0.0047133020125329494,0.0009339769603684545,0.0007535421173088253,1.1614731647568988e-06,149.7872805595398
2400,0.005486233159899712,0.0009821202838793397,0.0008988227345980704,9.999306485042325e-07,163.58703565597534
2600,0.004081037361174822,0.0006729843444190919,0.0006796427187509835,9.839204722084105e-07,177.365647315979
2800,0.0034907450899481773,0.0006064510671421885,0.0005750236450694501,9.17575448511343e-07,190.6157956123352
3000,0.0034657774958759546,0.0005781224463135004,0.0005758489714935422,8.410328291574842e-07,203.6893973350525
3200,0.0032041638623923063,0.0005660585593432188,0.0005261574988253415,7.317970585063449e-07,216.95370531082153
3400,0.003534953808411956,0.0005115881212987006,0.0006032331148162484,7.200364962045569e-07,230.77317094802856
3600,0.0027798509690910578,0.00040851105586625636,0.00047291727969422936,6.753589332220145e-07,244.32620811462402
3800,0.002758898539468646,0.00040632966556586325,0.00046934152487665415,5.861263616679935e-07,258.04582810401917
4000,0.0027289814315736294,0.00032852301956154406,0.00047901930520311,5.361820285543217e-07,271.8786973953247
4200,0.0025781758595257998,0.00038205261807888746,0.00043818471021950245,5.199825636736932e-07,285.6393287181854
4400,0.002349299378693104,0.00033529161009937525,0.00040178693598136306,5.072946009931911e-07,299.35695338249207
