Epoch,Total_Loss,Vlasov_Loss,Poisson_Loss,IC_Loss,Symmetry_Loss,Time_s
1000,45.509368896484375,0.003452761098742485,1.2769031524658203,0.07808078080415726,0.0004050535208079964,11.724846601486206
2000,27.155057907104492,0.0005921125994063914,0.004362374544143677,0.054260339587926865,1.2422196050465573e-05,24.154908180236816
3000,25.63050079345703,0.00011335847375448793,0.0013484889641404152,0.05124562978744507,4.15506110584829e-06,36.76764416694641
4000,26.47163200378418,0.00016289214545395225,0.0015556192956864834,0.05292292311787605,1.1152542356285267e-05,49.126731157302856
5000,23.6143741607666,0.00016715085075702518,0.0007839308818802238,0.04721372574567795,1.712269295239821e-05,61.71735858917236
6000,23.616056442260742,0.00024247424153145403,0.00037203653482720256,0.047209691256284714,4.554695260594599e-05,74.00290966033936
7000,23.34703254699707,0.0002603803004603833,0.0002774247550405562,0.046637095510959625,0.00013417861191555858,86.65364718437195
8000,26.5826473236084,0.0002867364964913577,0.000766356592066586,0.05306173488497734,0.00023831409635022283,99.44110870361328
9000,23.41619300842285,0.00034279574174433947,0.0009094795095734298,0.046699158847332,0.0003086208598688245,111.77768158912659
10000,22.92432403564453,0.0005310915876179934,0.0017699593445286155,0.0457010418176651,0.00032211540383286774,123.93144607543945
11000,21.935718536376953,0.0010942710796371102,0.0008581022266298532,0.04370735213160515,0.00038329162634909153,136.78633999824524
12000,21.383472442626953,0.002348615089431405,0.0011637922143563628,0.042554087936878204,0.0004913007724098861,149.0884928703308
13000,19.667583465576172,0.005048779305070639,0.0013810575474053621,0.03907541185617447,0.0005896161892451346,162.0127682685852
14000,19.53053092956543,0.005305306985974312,0.0016611390747129917,0.03880014270544052,0.0005842442624270916,174.55060052871704
15000,19.487133026123047,0.003288564970716834,0.0018928141798824072,0.03871893882751465,0.0005745523376390338,186.9635043144226
16000,18.539775848388672,0.002722648438066244,0.001663236995227635,0.03685366362333298,0.0005095222149975598,199.35187482833862
17000,20.044654846191406,0.005310554523020983,0.0014844819670543075,0.03982848674058914,0.0005883883568458259,211.51687622070312
18000,17.243852615356445,0.011466451920568943,0.0011725957738235593,0.034215979278087616,0.0005926635349169374,224.31012749671936
19000,16.977432250976562,0.008743002079427242,0.0010180538520216942,0.03371242806315422,0.0005369143909774721,236.7036955356598
20000,17.094926834106445,0.014427639544010162,0.000970212509855628,0.03392902389168739,0.000555673148483038,248.8956217765808
21000,16.2154541015625,0.009217011742293835,0.0008688306552357972,0.03218807280063629,0.0005392794264480472,261.4220986366272
22000,15.744701385498047,0.009267347864806652,0.0008040186949074268,0.031246105208992958,0.0005418040091171861,273.8827428817749
23000,14.57274055480957,0.007628339808434248,0.0006994116120040417,0.028901413083076477,0.0005545413005165756,286.5013356208801
24000,16.137439727783203,0.0016421127365902066,0.0006656820769421756,0.032043587416410446,0.0005533777875825763,298.5755043029785
25000,15.241067886352539,0.008415418677031994,0.0006507922080345452,0.030222520232200623,0.0005906936130486429,310.60173892974854
26000,13.8245267868042,0.01831190660595894,0.0008223525364883244,0.02734745666384697,0.0006418742705136538,322.99716448783875
27000,12.871569633483887,0.010627558454871178,0.0007921709911897779,0.02549060992896557,0.0005583802121691406,335.5556037425995
28000,12.407705307006836,0.03386767581105232,0.000831878453027457,0.024505387991666794,0.0005849205772392452,348.171489238739
29000,12.215612411499023,0.04181690141558647,0.000893547898158431,0.024101808667182922,0.0005921183037571609,360.5141885280609
30000,17.608779907226562,0.018751762807369232,0.0010090317809954286,0.03493845462799072,0.0005787854897789657,372.6891906261444
31000,13.736482620239258,0.02849988080561161,0.0013468171237036586,0.027161244302988052,0.0006031373632140458,384.98240065574646
32000,13.23641586303711,0.018944576382637024,0.001308477483689785,0.02619590237736702,0.0005648889928124845,396.8834316730499
33000,14.298666000366211,0.0049787480384111404,0.0015253194142132998,0.02833809331059456,0.0005850675515830517,409.9275243282318
34000,13.48853874206543,0.07072220742702484,0.0017780843190848827,0.026579739525914192,0.0005952825304120779,421.85669445991516
35000,13.449118614196777,0.0010046535171568394,0.0022644251585006714,0.02665192447602749,0.0005541457794606686,433.57368898391724
36000,14.009060859680176,0.0398951955139637,0.002236831933259964,0.02767959050834179,0.0005909315077587962,445.89882230758667
37000,14.177021980285645,0.04774031043052673,0.002173498272895813,0.028036251664161682,0.0005014415946789086,458.2775948047638
38000,11.214353561401367,0.00258624111302197,0.00232099206186831,0.022183354943990707,0.000542422931175679,470.36016488075256
39000,13.023775100708008,0.03002854250371456,0.002076497068628669,0.025760522112250328,0.0005155139369890094,482.62918734550476
40000,13.382448196411133,0.006569492164999247,0.0018953820690512657,0.026534443721175194,0.0004958997596986592,494.97537422180176
41000,12.717939376831055,0.02879539132118225,0.0018753138137981296,0.025158630684018135,0.0005022643017582595,507.44847083091736
42000,12.63433837890625,0.03735107555985451,0.0018352125771343708,0.02497127279639244,0.000510871410369873,520.1700217723846
43000,13.342538833618164,0.03636200726032257,0.0017012590542435646,0.026403171941637993,0.0004804224881809205,531.817841053009
44000,12.245756149291992,0.07562863081693649,0.0027138362638652325,0.024100756272673607,0.0005308993859216571,544.3262536525726
45000,10.639991760253906,0.0028614355251193047,0.0023080583196133375,0.0210496224462986,0.0005038973758928478,556.6557667255402
46000,10.913287162780762,0.03310975059866905,0.0018728761933743954,0.02153667062520981,0.0005123904556967318,569.424369096756
47000,11.41338062286377,0.0009790887124836445,0.002163657918572426,0.02261922135949135,0.00045986619079485536,581.9864737987518
48000,12.368362426757812,0.005443209782242775,0.00192683981731534,0.02451329119503498,0.0004831957630813122,594.7823784351349
49000,14.16660213470459,0.014384303241968155,0.0018557703588157892,0.028101861476898193,0.00046003979514352977,606.5058057308197
50000,13.012478828430176,0.10403410345315933,0.002263415139168501,0.025601884350180626,0.0004809289239346981,618.9171261787415
51000,12.167232513427734,0.08597957342863083,0.001861032098531723,0.02394251339137554,0.0005034584901295602,631.2101635932922
52000,10.592638969421387,0.022048158571124077,0.0021223463118076324,0.020933011546730995,0.0004673679359257221,643.7644259929657
53000,11.908970832824707,0.002608782611787319,0.001873148838058114,0.023611577227711678,0.00045603778562508523,656.2045814990997
54000,12.255380630493164,0.0021138766314834356,0.0017434816109016538,0.024326201528310776,0.00040724320570006967,668.2532649040222
55000,12.383552551269531,0.05239444598555565,0.0018867946928367019,0.024466421455144882,0.0004425683873705566,680.3626174926758
56000,10.984990119934082,0.0016468892572447658,0.001963948365300894,0.02177058905363083,0.0004411399131640792,692.7760760784149
57000,12.714580535888672,0.15254859626293182,0.0018852934008464217,0.02492471970617771,0.000451230036560446,705.1201596260071
58000,15.86215591430664,0.003752657677978277,0.0017979260301217437,0.03152889758348465,0.00042482546996325254,717.6819498538971
59000,11.777569770812988,0.07818229496479034,0.0017639516154304147,0.023197593167424202,0.000458855414763093,730.1559507846832
60000,11.231380462646484,0.0236317440867424,0.0016391415847465396,0.022228462621569633,0.00042660682811401784,742.4892754554749
61000,10.736620903015137,0.0014557803515344858,0.001686277100816369,0.021299811080098152,0.0003841469588223845,755.0215649604797
62000,10.839460372924805,0.02916688844561577,0.0017269128002226353,0.021426817402243614,0.0004412506823427975,767.4604210853577
63000,10.17501163482666,0.009173166006803513,0.002680231584236026,0.020132683217525482,0.00043047760846093297,779.704133272171
64000,10.60838794708252,0.01721670664846897,0.0016396603314206004,0.0209930669516325,0.00043219406506977975,792.0708782672882
65000,11.792677879333496,0.08279646933078766,0.001725550158880651,0.02323613502085209,0.00041593227069824934,803.9404482841492
66000,9.723006248474121,0.013215351849794388,0.0019068388501182199,0.019237730652093887,0.0004069579881615937,816.3411955833435
67000,11.27029800415039,0.1167239248752594,0.0013994722394272685,0.022108281031250954,0.0004621853295248002,828.9411828517914
68000,12.744832992553711,0.0024650320410728455,0.0014105220325291157,0.02531277760863304,0.00039462943095713854,841.8727474212646
69000,10.85175895690918,0.10942345857620239,0.0013346369378268719,0.02129068411886692,0.0004516011103987694,854.3050923347473
70000,11.604122161865234,0.0829399824142456,0.001333951367996633,0.02286607399582863,0.0004073763848282397,866.4608240127563
71000,8.943510055541992,0.0041033118031919,0.0013811334501951933,0.017694734036922455,0.00042566919000819325,878.3012464046478
72000,9.971136093139648,0.015038060024380684,0.001684852410107851,0.019727544859051704,0.0004195072688162327,891.2417531013489
73000,9.980021476745605,0.0020017691422253847,0.0011851330054923892,0.019804347306489944,0.00034959777258336544,903.6693708896637
74000,11.213666915893555,0.1395971179008484,0.0020209383219480515,0.021939614787697792,0.0004707846383098513,916.0478432178497
75000,11.451530456542969,0.024646008387207985,0.0011770371347665787,0.02268463559448719,0.0003934105334337801,928.5362849235535
76000,10.125824928283691,0.008573398925364017,0.001128612901084125,0.020040806382894516,0.00045602701720781624,940.7194476127625
77000,8.479961395263672,0.07333764433860779,0.0019588638097047806,0.016631057485938072,0.00040650300798006356,952.472240447998
78000,9.810959815979004,0.13987267017364502,0.0010546292178332806,0.019159168004989624,0.00043114947038702667,965.260532617569
79000,9.77723503112793,0.16490641236305237,0.0011041522957384586,0.0190294049680233,0.0004605225403793156,977.7484228610992
80000,10.171637535095215,0.014761839061975479,0.000929871981497854,0.020142773166298866,0.00040420255390927196,990.2961754798889
81000,10.597929000854492,0.09370716661214828,0.001008344697766006,0.020814506337046623,0.0004596307117026299,1002.7264633178711
82000,10.830121994018555,0.04279787838459015,0.0008568271296098828,0.021415546536445618,0.00037633231841027737,1015.0351400375366
83000,9.099461555480957,0.045501112937927246,0.0010893952567130327,0.017913198098540306,0.000459570117527619,1027.8888626098633
84000,9.289148330688477,0.16802020370960236,0.000903283420484513,0.018070485442876816,0.0004068414564244449,1040.4034659862518
85000,9.227819442749023,0.005432475358247757,0.0008820155053399503,0.018268341198563576,0.00041902807424776256,1052.9317359924316
86000,9.147021293640137,0.16514761745929718,0.0013653985224664211,0.017774509266018867,0.0004389598616398871,1065.3577201366425
87000,9.033923149108887,0.0029007834382355213,0.002450526924803853,0.017902791500091553,0.0003368684265296906,1078.2109515666962
88000,8.195107460021973,0.20572040975093842,0.0007493896991945803,0.01580609567463398,0.0004129587614443153,1090.974282503128
89000,9.32805347442627,0.028663979843258858,0.0007633697823621333,0.01841982826590538,0.0004282900190446526,1103.4978952407837
90000,8.20689582824707,0.01954425871372223,0.0009247627458535135,0.01620251126587391,0.0004073638701811433,1116.0061371326447
91000,8.967053413391113,0.025626927614212036,0.000875632802490145,0.01768965646624565,0.000461098097730428,1128.4882469177246
92000,9.627511024475098,0.005426232703030109,0.001018793205730617,0.019081464037299156,0.00038129539461806417,1140.8255066871643
93000,8.565110206604004,0.01811809092760086,0.0005953100044280291,0.016925722360610962,0.00040577235631644726,1153.1135001182556
94000,8.918719291687012,0.03379093110561371,0.0008703558705747128,0.017601190134882927,0.0003999042382929474,1165.669843196869
95000,8.368769645690918,0.007630556356161833,0.0015758563531562686,0.016550056636333466,0.00039115725667215884,1178.152208328247
96000,9.328200340270996,0.02838709019124508,0.0008771831053309143,0.01840120740234852,0.0004741213342640549,1190.4716272354126
97000,9.124481201171875,0.007053174544125795,0.0007755092228762805,0.018059154972434044,0.000419866933953017,1203.0200176239014
98000,9.190582275390625,0.10876856744289398,0.000636106007732451,0.017982715740799904,0.00043637759517878294,1215.678899526596
99000,7.708091735839844,0.0663197860121727,0.001118661486543715,0.01509188488125801,0.00045118117122910917,1227.678655385971
100000,8.225799560546875,0.05636933445930481,0.0006896037375554442,0.016161758452653885,0.00042551415390335023,1240.0124199390411
