Epoch,Total_Loss,PDE_Loss,IC_Loss,BC_Loss,Time_s
200,0.06938119232654572,0.00928516499698162,0.007494588848203421,4.7160268877632916e-05,43.34848117828369
400,0.041189566254615784,0.005093484651297331,0.005201102700084448,1.1883545994351152e-05,85.51086711883545
600,0.02020926959812641,0.0023801596835255623,0.002756719244644046,3.831308276858181e-06,128.16427445411682
800,0.005459194537252188,0.0003201079089194536,0.0012800394324585795,1.8536810557634453e-06,171.06749773025513
1000,0.004107002634555101,0.0002969047345686704,0.0008717693854123354,7.170927460720122e-07,214.50407004356384
1200,0.0035050194710493088,0.00018868599727284163,0.0008527056197635829,3.472640628388035e-07,257.62792682647705
1400,0.0031716995872557163,0.00022880425967741758,0.0006752019980922341,2.0722049498544948e-07,300.1588361263275
1600,0.004202824551612139,0.0005166965420357883,0.0005393786705099046,1.20570220474292e-07,343.1908485889435
1800,0.0024982967879623175,0.00018812973576132208,0.0005190402152948081,5.2769987490819403e-08,386.16059470176697
2000,0.0024765897542238235,0.00019975115719716996,0.0004924862296320498,3.754218980134283e-08,428.95977759361267
2200,0.0019174214685335755,0.00017061868857126683,0.0003547350934240967,1.2275642724546287e-08,474.25765585899353
2400,0.002118852687999606,0.00015662868099752814,0.00044519282528199255,1.3084470396051984e-08,517.71857213974
2600,0.0017009128350764513,0.00015065590559970587,0.0003158377076033503,1.2018320560969187e-08,559.8828067779541
2800,0.0020476961508393288,0.00020421517547219992,0.000342182582244277,7.261388823565085e-09,602.4617252349854
3000,0.0014514862559735775,0.0001035238747135736,0.00031127853435464203,3.1172331382833818e-09,645.9537830352783
3200,0.0017476646462455392,0.00018363822891842574,0.0002764823439065367,2.6450328594052053e-09,689.709995508194
3400,0.0014824620448052883,0.00011053170601371676,0.0003099302120972425,1.2793726078541567e-09,732.8844921588898
3600,0.001459859893657267,0.00011593360250117257,0.0002933944924734533,8.339378076982484e-10,776.3799867630005
3800,0.0013052690774202347,0.00010981164814438671,0.0002520678099244833,7.466668394684461e-10,820.6088798046112
4000,0.001301742740906775,0.00012866841279901564,0.00021946556807961315,4.087928884288772e-10,864.7104279994965
4200,0.0012905492912977934,0.00012686324771493673,0.00021874341473449022,2.8512739391750586e-10,909.3672564029694
4400,0.001203701482154429,0.00013118216884322464,0.00018259554053656757,4.018919086412609e-10,952.6755633354187
4600,0.0010447724489495158,7.56520894356072e-05,0.00022217004152480513,1.8554777159174307e-10,995.9522092342377
4800,0.0012713887263089418,0.00013051927089691162,0.00020626340119633824,2.038018920291762e-10,1038.9631955623627
5000,0.001221394632011652,9.477962157689035e-05,0.00024916487745940685,1.8859400152670958e-10,1081.8653111457825
5200,0.0010045282542705536,9.873483213596046e-05,0.0001702842564554885,1.305689584230052e-10,1125.2422788143158
5400,0.001051111612468958,9.407773904968053e-05,0.00019357404380571097,8.034564680237111e-11,1168.5868725776672
5600,0.0012005617609247565,0.000140365693368949,0.00016624385898467153,1.7915108285748715e-10,1211.9017679691315
5800,0.0009011879446916282,8.865835843607783e-05,0.00015263179375324398,7.27909052478104e-11,1256.0454730987549
6000,0.0009563975618220866,9.964917990146205e-05,0.0001527170679764822,4.467268222008158e-11,1299.9810814857483
6200,0.0009908766951411963,9.008530469145626e-05,0.00018014948000200093,1.6659518209394264e-10,1344.598480939865
6400,0.0009633188019506633,9.404972661286592e-05,0.0001643565046833828,6.396548568599059e-11,1388.3530242443085
6600,0.0008284984505735338,8.211057865992188e-05,0.00013931507419329137,3.73627032090873e-11,1431.8660025596619
6800,0.0008784548845142126,9.945220517693087e-05,0.0001270645298063755,3.000412418519005e-11,1474.9493298530579
7000,0.001142782042734325,0.00014250831736717373,0.00014341335918288678,3.2994391940821544e-11,1518.0757522583008
7200,0.0011243982007727027,0.00012615539890248328,0.00016454032447654754,1.956278888881613e-11,1560.4456117153168
7400,0.0008409550646319985,7.75537482695654e-05,0.00015106207865756005,1.3044304351950142e-11,1603.8576769828796
7600,0.0012802755227312446,0.00011991196515737101,0.00022690516198053956,1.790195422457508e-11,1647.2114388942719
7800,0.0007650796324014664,7.543279934907332e-05,0.00012930517550557852,1.2127281817653213e-11,1693.7597308158875
8000,0.0009643783560022712,0.00011202516179764643,0.00013475082232616842,1.2671145382947557e-11,1739.5807905197144
8200,0.0007748243515379727,8.978408004622906e-05,0.00010863456554943696,2.1506277661509365e-11,1784.9604678153992
8400,0.0010153062175959349,0.00011666070349747315,0.00014400082000065595,2.6968411878658394e-11,1828.4328467845917
8600,0.0008911190088838339,9.7082564025186e-05,0.00013523534289561212,1.2897859863469918e-11,1871.9610443115234
8800,0.0008470676839351654,8.871057070791721e-05,0.00013450492406263947,8.26400666648075e-12,1915.3533847332
9000,0.0007936996407806873,8.299510955112055e-05,0.0001262413279619068,1.0331058925006076e-11,1958.7841668128967
9200,0.0006780626717954874,5.387893907027319e-05,0.0001362226321361959,9.074702794764633e-12,2001.1772215366364
9400,0.0008654394187033176,0.00010579758964013308,0.00011215045378776267,1.3218051653218765e-11,2044.8314020633698
9600,0.0006636852049268782,6.556992593687028e-05,0.00011194514081580564,1.6072128003474795e-11,2088.507962703705
9800,0.0006738397642038763,7.085571269271895e-05,0.00010652032506186515,1.4896944788844735e-11,2131.801301240921
10000,0.0009106421493925154,0.00011214004189241678,0.00011664709745673463,6.521552742277947e-11,2175.0300126075745
10200,0.0006595273735001683,6.412937364075333e-05,0.000112960122351069,1.3556310587969911e-11,2219.8109395504
10400,0.0006586494855582714,7.177024963311851e-05,9.993265848606825e-05,2.148622599285055e-11,2263.2880070209503
10600,0.000875063007697463,0.00011653016554191709,9.747067088028416e-05,1.5310516743305413e-11,2307.681637763977
10800,0.0006230376893654466,5.9966081607853994e-05,0.00010773573740152642,1.3975865603699233e-11,2353.773327112198
11000,0.0006313826888799667,6.883201422169805e-05,9.574084106134251e-05,1.3547858147833214e-11,2396.9300146102905
11200,0.0006120064062997699,6.774510256946087e-05,9.109351958613843e-05,3.410725521457714e-11,2440.0951409339905
11400,0.0008970137569122016,0.0001111859455704689,0.00011369461572030559,1.5415330470447408e-11,2482.4051191806793
11600,0.0007895971066318452,0.00010077851038658991,9.523244807496667e-05,7.244321809096732e-10,2509.8283863067627
11800,0.0006185840466059744,6.539603054989129e-05,9.720122761791572e-05,2.3318038472330826e-11,2537.399166584015
12000,0.0007131292368285358,9.05323977349326e-05,8.682233601575717e-05,2.167694149179944e-11,2565.088704586029
12200,0.000538032443728298,5.356896872399375e-05,9.006247273646295e-05,2.0189556623750882e-11,2594.2763249874115
12400,0.0006141838966868818,7.719355926383287e-05,7.607197039760649e-05,1.9927004490938316e-11,2621.7310841083527
12600,0.000745734665542841,8.633785182610154e-05,0.00010468167602084577,3.4549488270307904e-11,2649.4914886951447
12800,0.0005637742578983307,5.220529419602826e-05,0.00010091576405102387,4.590357954858959e-11,2677.0944440364838
13000,0.0005023119738325477,4.7149962483672425e-05,8.885395800461993e-05,2.9529625272806115e-11,2704.753579378128
13200,0.0005499653634615242,5.8259574871044606e-05,8.622231689514592e-05,5.200112215830721e-11,2732.412066936493
13400,0.0005586990737356246,5.7618828577687964e-05,9.020151628647e-05,3.924725128223727e-11,2759.7050902843475
13600,0.000601437350269407,6.071741881896742e-05,9.928316285368055e-05,7.510606025995514e-11,2787.5232911109924
13800,0.0006149220280349255,5.076650995761156e-05,0.00012036304542561993,3.271636780932674e-11,2814.990677833557
14000,0.0007452365243807435,9.124280040850863e-05,9.634063462726772e-05,5.712737921603761e-11,2842.3796792030334
14200,0.0007581404061056674,0.00010023389040725306,8.56567348819226e-05,7.330683976514152e-11,2869.6405363082886
14400,0.000562155619263649,5.483718996401876e-05,9.59896860877052e-05,5.862574314896563e-11,2895.535393476486
14600,0.0005500524421222508,6.27658300800249e-05,7.874083530623466e-05,7.554601388903848e-11,2921.5798332691193
14800,0.0005137086845934391,4.717866249848157e-05,9.260399383492768e-05,3.377177704155798e-10,2949.499908685684
15000,0.0005191850941628218,5.694853825843893e-05,7.814709533704445e-05,1.1452841452985751e-10,2977.1941804885864
15200,0.0005736165912821889,6.633566226810217e-05,8.064546273089945e-05,1.8709168936315024e-10,3006.0913276672363
15400,0.00044311341480351985,3.593496512621641e-05,8.781193173490465e-05,2.781617713942808e-10,3033.924289703369
15600,0.0006024221074767411,5.315025191521272e-05,0.00011222292232559994,2.0316495707994875e-10,3061.5430788993835
15800,0.0005347799742594361,4.813119085156359e-05,9.804069122765213e-05,1.9307616616615064e-10,3089.304548025131
16000,0.0005838275537826121,7.24282581359148e-05,7.38941744202748e-05,3.728141684256059e-10,3117.225200176239
16200,0.0005529403570108116,6.151998968562111e-05,8.177897689165547e-05,3.45550199565281e-10,3146.130089521408
16400,0.0004932790179736912,4.7337271098513156e-05,8.552964573027566e-05,3.7163966348785493e-10,3173.5824053287506
16600,0.00038971385220065713,3.417050902498886e-05,7.29531966499053e-05,1.7177023692305227e-10,3201.567678451538
