Epoch,Total_Loss,PDE_Loss,IC_Loss,BC_Loss,Time_s
50,0.00726496335119009,0.0011374345049262047,0.01702839322388172,0.014066165313124657,7.136462926864624
100,0.007045172154903412,0.0003545291838236153,0.017633454874157906,0.014580000191926956,13.820810317993164
150,0.006617657840251923,0.0003903802717104554,0.0162152461707592,0.01401674747467041,20.621127128601074
200,0.006670055445283651,0.00041855211020447314,0.016569998115301132,0.013700403273105621,27.35083246231079
250,0.007346644531935453,0.0021479406859725714,0.01765519753098488,0.010079274885356426,34.047850608825684
300,0.0040037548169493675,0.0020421999506652355,0.009877683594822884,0.002058303216472268,40.75922250747681
350,0.00236933259293437,0.0007728145574219525,0.007244524545967579,0.0006443558377213776,47.47896599769592
400,0.002541507361456752,0.001315429573878646,0.006809918209910393,0.00043016343261115253,54.197086334228516
450,0.0019349007634446025,0.000504715193528682,0.00634007016196847,0.00033279607305303216,60.9325954914093
500,0.002375465352088213,0.001138143241405487,0.006702156737446785,0.00021605589427053928,67.55117464065552
550,0.002140819327905774,0.0008847926510497928,0.006387409288436174,0.00016702667926438153,74.23810815811157
600,0.0018950332887470722,0.0005168724455870688,0.006292433012276888,0.00012249589781276882,81.02155208587646
650,0.0018861687276512384,0.0008396429475396872,0.0055149816907942295,0.00010578912042547017,87.72090935707092
700,0.001725922804325819,0.0003679290821310133,0.00599690293893218,7.243127765832469e-05,94.46296167373657
750,0.0017057567602023482,0.0005382883246056736,0.0055287242867052555,5.7444674894213676e-05,101.16070103645325
800,0.0017745792865753174,0.0007387076038867235,0.005348127335309982,3.980871770181693e-05,107.79410576820374
850,0.0017436316702514887,0.0009704700205475092,0.004682387225329876,4.156443173997104e-05,114.43226075172424
900,0.001430693781003356,0.0003608164261095226,0.00485961651429534,3.1879866583039984e-05,121.1192626953125
950,0.0020497418008744717,0.0014804265229031444,0.004726679064333439,2.6939629606204107e-05,127.83466601371765
1000,0.0011348717380315065,0.0005367714329622686,0.0032701073214411736,2.536957254051231e-05,134.55191373825073
1050,0.0011383912060409784,0.00037373954546637833,0.0036630146205425262,2.7736610718420707e-05,143.43061900138855
1100,0.0011762954527512193,0.0007563147228211164,0.002924892120063305,2.3332800992648117e-05,150.35382723808289
1150,0.0007987910648807883,0.0003717227664310485,0.002313366625458002,2.1666499378625304e-05,157.3473401069641
1200,0.000821561727207154,0.000533357379026711,0.0020308620296418667,1.6325964679708704e-05,164.28106713294983
1250,0.0007164819398894906,0.0004107376735191792,0.0018941680900752544,2.005740680033341e-05,171.1775312423706
1300,0.0012024802854284644,0.0012090252712368965,0.0019773319363594055,1.7294951248914003e-05,178.08315706253052
1350,0.0006056458223611116,0.00030241068452596664,0.0017064888961613178,1.5704026736784726e-05,184.95550894737244
1400,0.0005554612725973129,0.00032857232145033777,0.0014454660704359412,1.4565188394044526e-05,191.8450734615326
1450,0.0006516833673231304,0.0004149256565142423,0.001628104131668806,1.5703841199865565e-05,198.76643753051758
1500,0.0007343908655457199,0.0005702651105821133,0.001599127659574151,1.172545671579428e-05,205.69510531425476
1550,0.0005517563549801707,0.00038018872146494687,0.0013121813535690308,1.1605188774410635e-05,212.6267774105072
1600,0.0005410456215031445,0.0003786480810958892,0.0012718236539512873,1.326960318692727e-05,219.62452793121338
1650,0.0007969307480379939,0.0007699090638197958,0.0013856081059202552,8.490467735100538e-06,226.61933040618896
1700,0.000484257674543187,0.00035225777537561953,0.0011085370788350701,9.838179721555207e-06,233.63868832588196
1750,0.000491756945848465,0.00026396679459139705,0.001345405587926507,8.549533959012479e-06,240.67285895347595
1800,0.00045802834210917354,0.00030320556834340096,0.0011192068923264742,8.140148565871641e-06,247.6612205505371
1850,0.00041844998486340046,0.00023834730382077396,0.001112628378905356,7.541923423559638e-06,254.65222883224487
1900,0.0003977125743404031,0.00023448218416888267,0.001038812450133264,7.369210379692959e-06,261.62575244903564
1950,0.00035781291080638766,0.00018397904932498932,0.0009968342492356896,7.699220986978617e-06,268.6252417564392
2000,0.0003875537950079888,0.0002624551416374743,0.0009334758506156504,6.515710992971435e-06,275.72370076179504
