Epoch,Total_Loss,PDE_Loss,IC_Loss,BC_Loss,Time_s
200,0.2727620601654053,0.028102431446313858,0.019917387515306473,0.014507271349430084,58.109628200531006
400,0.2709484100341797,0.025626594200730324,0.020777493715286255,0.014143435284495354,117.49678111076355
600,0.04458661004900932,0.0060525559820234776,0.006943314801901579,0.00038174790097400546,178.09544491767883
800,0.03710053861141205,0.0018620820483192801,0.006611861754208803,0.00021791440667584538,238.97006797790527
1000,0.04511057958006859,0.009018374606966972,0.00686829024925828,0.0001750757364789024,300.7700972557068
1200,0.03585263714194298,0.004760505631566048,0.005961861927062273,0.00012828229228034616,362.2401120662689
1400,0.03328379616141319,0.00208428967744112,0.006012348923832178,0.00011377627379260957,423.609277009964
1600,0.03979428857564926,0.005153515376150608,0.006707991007715464,0.00011008203000528738,484.4102268218994
1800,0.035078298300504684,0.0026355148293077946,0.006308489944785833,9.003336890600622e-05,545.3115630149841
2000,0.030028780922293663,0.001468684058636427,0.005550453905016184,8.078278915490955e-05,605.8979890346527
